,title,address,price,price_per_sqm,rooms,sqm
309,"3 camere, 88 mp utili, loc de parcare subteran si tva inclus Torontalu","Circumvalatiunii, Timisoara, Timis",124000.0,1409.0,3,88.0
310,2 camere Bdul Basarabia,"Sectorul 2, Bucuresti",71000.0,1420.0,2,50.0
311,"Apartamente cu o camera, 37 mp utili, loc de parcare inclus","Steaua, Timisoara, Timis",55000.0,1486.0,1,37.0
312,"Apartament cu 3 camere, la etajul intai, 2 balcoane","Dumbravita, Dumbravita, Timis",99000.0,1500.0,3,66.0
313,"3 camere, suprafete cuprinse intre 61,5 si 85 utili, bucatarie inchisa","Mehala, Timisoara, Timis",112600.0,1816.0,3,62.0
314,"2 camere, 49.5 mp utili, decomandat, 2 terase, Mehala","Mehala, Timisoara, Timis",90200.0,1804.0,2,50.0
315,"Pret avantajos, apartament 2 camere, loc de parcare inclus","Pacurari, Iasi, Iasi",53800.0,1196.0,2,45.0
316,"Apartament cu 2 camere, mobilat utilat, Selgros","Dumbravita, Dumbravita, Timis",89900.0,1763.0,2,51.0
317,"Apartament cu 2 camere, etajul intai, Decathlon","Dumbravita, Dumbravita, Timis",95000.0,1696.0,2,56.0
318,"Ap. 3 camere, Direct Dezvoltator - Comision 0%, Finalizat, TVA inclus","Militari, Sectorul 6, Bucuresti",68860.0,1100.0,3,62.6
319,Apartament 2 camere | 36 mpu | Zona Primvaverii Manastur,"Manastur, Cluj-Napoca, Cluj",78000.0,2167.0,2,36.0
320,Apartament cu 2 camere si curte,"Dumbravita, Dumbravita, Timis",82000.0,1640.0,2,50.0
321,"Floreasca, Proprietar, Chopin, 2 cam,decomandat,46mp utili + boxa 9mp","Sectorul 2, Bucuresti",110000.0,2391.0,2,46.0
322,"Apartamente noi cu 3 camere, Aradului","Araduluri Est, Timisoara, Timis",115000.0,1597.0,3,72.0
323,"Apartament 2 cam, cu loc de parcare inclus, incalzire in pardoseala","Pacurari, Iasi, Iasi",52500.0,1193.0,2,44.0
324,Apartament 3 Camere - Decomandat - 67 mp - predare imediată - CUG,"Podu Ros, Iasi, Iasi",81900.0,1222.0,3,67.0
325,2 CAMERE MOBILAT+UTILAT POPAS PACURARI,"Pacurari, Iasi, Iasi",78000.0,1551.0,2,50.3
326,Apartament de Vanzare 2 Camere Mosilor,"Mosilor, Sectorul 2, Bucuresti",93000.0,1755.0,2,53.0
327,Apartament 3 camere decomandat | 13 Septembrie | Mhail Sebastian,"Rahova, Sectorul 5, Bucuresti",120000.0,1644.0,3,73.0
328,3 Camere Domenii Bloc Boutique | Ion Mihalache | Arcul de Triumf,"Grivita, Sectorul 1, Bucuresti",299000.0,3987.0,3,75.0
